epoch,price
1700000413,999.90209
1700000414,999.94794
1700000415,999.99515
1700000416,1000.00817
1700000417,999.98447
1700000418,1000.06558
1700000419,1000.08421
1700000420,999.92481
1700000421,999.93300
1700000422,999.90850
1700000423,999.79133
1700000424,999.92791
1700000425,1000.11934
1700000426,1000.02601
1700000427,1000.08431
1700000428,1000.06551
1700000429,1000.08173
1700000430,1000.03666
1700000431,1000.04500
1700000432,1000.15359
1700000433,1000.17606
1700000434,1000.15022
1700000435,1000.12272
1700000436,1000.05239
1700000437,1000.02996
1700000438,999.92701
1700000439,1000.01961
1700000440,999.85476
1700000441,999.86480
1700000442,999.79568
1700000443,999.73840
1700000444,999.68945
1700000445,999.63577
1700000446,999.72183
1700000447,999.80716
1700000448,999.70560
1700000449,999.60775
1700000450,999.73074
1700000451,999.85704
1700000452,999.91147
1700000453,999.74154
1700000454,999.82572
1700000455,999.73889
1700000456,999.77466
1700000457,999.68473
1700000458,999.69618
1700000459,999.64566
1700000460,999.66305
1700000461,999.57805
1700000462,999.58172
1700000463,999.49359
1700000464,999.50138
1700000465,999.47069
1700000466,999.65007
1700000467,999.70175
1700000468,999.53032
1700000469,999.54526
1700000470,999.65675
1700000471,999.61644
1700000472,999.56621
1700000473,999.54188
1700000474,999.66509
1700000475,999.74711
1700000476,999.85359
1700000477,999.76411
1700000478,999.73755
1700000479,999.65837
1700000480,999.64500
1700000481,999.68191
1700000482,999.58953
1700000483,999.63589
1700000484,999.80176
1700000485,999.71445
1700000486,999.68289
1700000487,999.70138
1700000488,999.72080
1700000489,999.59201
1700000490,999.67744
1700000491,999.69412
1700000492,999.68643
1700000493,999.66819
1700000494,999.84721
1700000495,999.74774
1700000496,999.74219
1700000497,999.71031
1700000498,999.77854
1700000499,999.81082
1700000500,999.88354
1700000501,999.89712
1700000502,1000.11320
1700000503,1000.12675
1700000504,1000.13960
1700000505,1000.11184
1700000506,1000.15467
1700000507,1000.12077
1700000508,1000.15432
1700000509,1000.26927
1700000510,1000.30724
1700000511,1000.29172
1700000512,1000.36843
1700000513,1000.37190
1700000514,1000.47961
1700000515,1000.49643
1700000516,1000.52903
1700000517,1000.48920
1700000518,1000.54514
1700000519,1000.59285
1700000520,1000.63371
1700000521,1000.62299
1700000522,1000.69720
1700000523,1000.68135
1700000524,1000.61571
1700000525,1000.62680
1700000526,1000.81283
1700000527,1000.73526
1700000528,1000.70174
1700000529,1000.66327
1700000530,1000.70045
1700000531,1000.69881
1700000532,1000.65804
1700000533,1000.63534
1700000534,1000.78988
1700000535,1000.67412
1700000536,1000.69748
1700000537,1000.63180
1700000538,1000.63784
1700000539,1000.77185
1700000540,1000.75055
1700000541,1000.83126
1700000542,1000.87208
1700000543,1000.88429
1700000544,1000.91625
1700000545,1000.92040
1700000546,1000.99525
1700000547,1001.03233
1700000548,1000.90749
1700000549,1000.86625
1700000550,1000.91873
1700000551,1000.98405
1700000552,1000.96213
1700000553,1000.93663
1700000554,1000.86440
1700000555,1000.89050
1700000556,1000.91671
1700000557,1000.90800
1700000558,1000.83819
1700000559,1000.88334
1700000560,1000.87373
1700000561,1000.80404
1700000562,1000.82304
1700000563,1000.88694
1700000564,1000.69421
1700000565,1000.72986
1700000566,1000.74843
1700000567,1000.68673
1700000568,1000.57266
1700000569,1000.52900
1700000570,1000.55361
1700000571,1000.47020
1700000572,1000.36024
1700000573,1000.44143
1700000574,1000.38651
1700000575,1000.41163
1700000576,1000.23145
1700000577,1000.28571
1700000578,1000.34141
1700000579,1000.41100
1700000580,1000.35121
1700000581,1000.28138
1700000582,1000.28277
1700000583,1000.28743
1700000584,1000.25243
1700000585,1000.14699
1700000586,1000.21428
1700000587,1000.21757
1700000588,1000.23073
1700000589,1000.11886
1700000590,1000.07410
1700000591,1000.06103
1700000592,1000.03653
1700000593,999.94958
1700000594,999.89063
1700000595,999.76898
1700000596,999.78397
1700000597,999.91869
1700000598,999.87545
1700000599,1000.10145
1700000600,1000.22183
1700000601,1000.33607
1700000602,1000.39568
1700000603,1000.41121
1700000604,1000.30701
1700000605,1000.28977
1700000606,1000.26027
1700000607,1000.28279
1700000608,1000.28172
1700000609,1000.34702
1700000610,1000.35276
1700000611,1000.17779
1700000612,1000.16004
1700000613,1000.14792
1700000614,1000.16584
1700000615,1000.09990
1700000616,1000.04727
1700000617,1000.13033
1700000618,1000.13141
1700000619,1000.31120
1700000620,1000.35400
1700000621,1000.42490
1700000622,1000.40099
1700000623,1000.49489
1700000624,1000.39444
1700000625,1000.34407
1700000626,1000.26337
1700000627,1000.24726
1700000628,1000.19333
1700000629,1000.13247
1700000630,1000.15762
1700000631,1000.01894
1700000632,999.99870
1700000633,1000.07314
1700000634,1000.04087
1700000635,1000.00702
1700000636,999.98140
1700000637,999.90729
1700000638,999.87042
1700000639,999.84667
1700000640,999.80992
1700000641,999.74478
1700000642,999.66314
1700000643,999.67730
1700000644,999.55538
1700000645,999.57335
1700000646,999.52502
1700000647,999.63074
1700000648,999.69356
1700000649,999.71853
1700000650,999.71774
1700000651,999.69150
1700000652,999.67832
1700000653,999.66577
1700000654,999.50086
1700000655,999.53068
1700000656,999.62835
1700000657,999.63456
1700000658,999.78148
1700000659,999.84666
1700000660,999.79535
1700000661,999.67408
1700000662,999.66965
1700000663,999.66172
1700000664,999.76943
1700000665,999.79794
1700000666,999.96051
1700000667,999.96019
1700000668,999.92011
1700000669,999.79757
1700000670,999.81705
1700000671,999.94914
1700000672,999.94023
1700000673,999.97693
1700000674,999.90746
1700000675,999.92488
1700000676,999.96602
1700000677,1000.03894
1700000678,1000.10724
1700000679,1000.05576
1700000680,999.93692
1700000681,999.97778
1700000682,999.93618
1700000683,999.92981
1700000684,1000.00313
1700000685,999.95685
1700000686,999.97628
1700000687,999.89930
1700000688,999.92709
1700000689,999.85262
1700000690,999.86248
1700000691,999.91442
1700000692,1000.01329
1700000693,999.97417
1700000694,1000.04964
1700000695,1000.07406
1700000696,1000.07743
1700000697,1000.11091
1700000698,1000.12151
1700000699,1000.14678
1700000700,1000.11486
1700000701,1000.07720
1700000702,999.99267
1700000703,999.92204
1700000704,999.89525
1700000705,999.80322
1700000706,999.76805
1700000707,999.92815
1700000708,999.87471
1700000709,999.94536
1700000710,999.88020
1700000711,999.80916
1700000712,1000.00079
1700000713,999.94703
1700000714,1000.11572
1700000715,1000.03603
1700000716,999.95492
1700000717,999.90970
1700000718,999.89385
1700000719,999.84043
1700000720,999.83804
1700000721,999.86187
1700000722,999.86554
1700000723,999.87156
1700000724,999.84674
1700000725,999.81040
1700000726,999.83800
1700000727,999.72035
1700000728,999.79939
1700000729,999.78466
1700000730,999.86211
1700000731,999.82041
1700000732,999.80059
1700000733,999.83204
1700000734,999.93755
1700000735,999.84194
1700000736,999.80291
1700000737,999.88205
1700000738,999.87325
1700000739,999.89048
1700000740,999.96425
1700000741,999.98536
1700000742,1000.00986
1700000743,1000.10428
1700000744,1000.12474
1700000745,1000.17438
1700000746,1000.11344
1700000747,999.99805
1700000748,999.93759
1700000749,1000.08425
1700000750,1000.08211
1700000751,1000.15553
1700000752,1000.14989
1700000753,1000.12642
1700000754,1000.15481
1700000755,1000.14235
1700000756,1000.01773
1700000757,1000.04895
1700000758,1000.18809
1700000759,1000.23087
1700000760,1000.31897
1700000761,1000.30721
1700000762,1000.33152
1700000763,1000.35381
1700000764,1000.46467
1700000765,1000.54386
1700000766,1000.38996
1700000767,1000.48227
1700000768,1000.45242
1700000769,1000.46410
1700000770,1000.34385
1700000771,1000.40329
1700000772,1000.41413
1700000773,1000.39422
1700000774,1000.43354
1700000775,1000.51764
1700000776,1000.62990
1700000777,1000.74661
1700000778,1000.81095
1700000779,1000.78284
1700000780,1000.68919
1700000781,1000.72983
1700000782,1000.70774
1700000783,1000.80511
1700000784,1000.82537
1700000785,1000.88935
1700000786,1000.78757
1700000787,1000.82656
1700000788,1000.76594
1700000789,1000.75192
1700000790,1000.75651
1700000791,1000.79647
1700000792,1000.80410
1700000793,1000.76839
1700000794,1000.76190
1700000795,1000.70174
1700000796,1000.67361
1700000797,1000.80112
1700000798,1000.73031
1700000799,1000.61930
1700000800,1000.46165
1700000801,1000.44647
1700000802,1000.52952
1700000803,1000.60930
1700000804,1000.70564
1700000805,1000.79412
1700000806,1000.71831
1700000807,1000.81124
1700000808,1000.77736
1700000809,1000.66473
1700000810,1000.69159
1700000811,1000.84023
1700000812,1000.84622
1700000813,1000.94271
1700000814,1000.91610
1700000815,1000.86416
1700000816,1000.81869
1700000817,1000.77116
1700000818,1000.84026
1700000819,1000.96858
1700000820,1000.90120
1700000821,1000.87783
1700000822,1000.86228
1700000823,1000.85302
1700000824,1000.90804
1700000825,1000.96650
1700000826,1001.06101
1700000827,1001.04650
1700000828,1001.16725
1700000829,1001.23017
1700000830,1001.25728
1700000831,1001.12183
1700000832,1001.01001
1700000833,1000.95782
1700000834,1000.98739
1700000835,1001.11391
1700000836,1001.16849
1700000837,1001.04486
1700000838,1000.98011
1700000839,1001.06527
1700000840,1000.94675
1700000841,1000.82213
1700000842,1000.94013
1700000843,1001.03530
1700000844,1000.96094
1700000845,1000.94847
1700000846,1000.93620
1700000847,1000.93972
1700000848,1000.96147
1700000849,1001.07578
1700000850,1001.02611
1700000851,1000.94692
1700000852,1001.03462
1700000853,1001.00814
1700000854,1000.94744
1700000855,1001.09031
1700000856,1001.08404
1700000857,1001.19280
1700000858,1001.14993
1700000859,1001.00769
1700000860,1001.02505
1700000861,1000.94822
1700000862,1000.96905
1700000863,1000.97717
1700000864,1000.94706
1700000865,1000.74495
1700000866,1000.69726
1700000867,1000.76920
1700000868,1000.75145
1700000869,1000.63564
1700000870,1000.62807
1700000871,1000.74721
1700000872,1000.72181
1700000873,1000.79249
1700000874,1000.66659
1700000875,1000.63467
1700000876,1000.64448
1700000877,1000.65821
1700000878,1000.64582
1700000879,1000.63298
1700000880,1000.68794
1700000881,1000.70389
1700000882,1000.68703
1700000883,1000.66260
1700000884,1000.86039
1700000885,1000.94217
1700000886,1000.79280
1700000887,1000.87171
1700000888,1000.88956
1700000889,1000.97319
1700000890,1000.94184
1700000891,1000.98070
1700000892,1000.86886
1700000893,1001.07594
1700000894,1001.07461
1700000895,1000.99605
1700000896,1000.94334
1700000897,1000.97712
1700000898,1000.84915
1700000899,1000.82362
1700000900,1000.78906
1700000901,1000.70686
1700000902,1000.88111
1700000903,1000.92812
1700000904,1000.86122
1700000905,1000.90431
1700000906,1000.94794
1700000907,1000.94879
1700000908,1001.01406
1700000909,1000.94354
1700000910,1000.93855
1700000911,1000.89352
1700000912,1000.81968
1700000913,1000.95390
1700000914,1000.97977
1700000915,1000.92538
1700000916,1001.06898
1700000917,1001.08894
1700000918,1001.15768
1700000919,1001.28061
1700000920,1001.26094
1700000921,1001.21653
1700000922,1001.37803
1700000923,1001.46483
1700000924,1001.37387
1700000925,1001.30961
1700000926,1001.26561
1700000927,1001.27764
1700000928,1001.22872
1700000929,1001.19224
1700000930,1001.23695
1700000931,1001.11492
1700000932,1001.29792
1700000933,1001.32958
1700000934,1001.36335
1700000935,1001.37119
1700000936,1001.35905
1700000937,1001.40316
1700000938,1001.40968
1700000939,1001.48442
1700000940,1001.47701
1700000941,1001.39586
1700000942,1001.38428
1700000943,1001.47671
1700000944,1001.42282
1700000945,1001.46594
1700000946,1001.54798
1700000947,1001.48880
1700000948,1001.62516
1700000949,1001.60560
1700000950,1001.54920
1700000951,1001.52245
1700000952,1001.48833
1700000953,1001.40693
1700000954,1001.39238
1700000955,1001.31233
1700000956,1001.29598
1700000957,1001.29639
1700000958,1001.29506
1700000959,1001.27397
1700000960,1001.22942
1700000961,1001.13360
1700000962,1001.14433
1700000963,1001.07903
1700000964,1001.05773
1700000965,1001.00756
1700000966,1000.93583
1700000967,1000.92248
1700000968,1001.13432
1700000969,1001.10547
1700000970,1001.13182
1700000971,1001.23177
1700000972,1001.13105
1700000973,1001.31580
1700000974,1001.41034
1700000975,1001.36181
1700000976,1001.33920
1700000977,1001.22035
1700000978,1001.11258
1700000979,1001.25452
1700000980,1001.31236
1700000981,1001.27003
1700000982,1001.26985
1700000983,1001.25904
1700000984,1001.30084
1700000985,1001.20647
1700000986,1001.27909
1700000987,1001.25665
1700000988,1001.20691
1700000989,1001.15672
1700000990,1001.17890
1700000991,1001.07279
1700000992,1001.07638
1700000993,1001.07609
1700000994,1001.09123
1700000995,1001.10971
1700000996,1001.23926
1700000997,1001.37019
1700000998,1001.45701
1700000999,1001.42796
1700001000,1001.56751
1700001001,1001.51894
1700001002,1001.54267
1700001003,1001.41212
1700001004,1001.45066
1700001005,1001.54395
1700001006,1001.37023
1700001007,1001.46029
1700001008,1001.48277
1700001009,1001.52610
1700001010,1001.50073
1700001011,1001.46138
1700001012,1001.53435
1700001013,1001.59475
1700001014,1001.62627
1700001015,1001.52187
1700001016,1001.52375
1700001017,1001.46090
1700001018,1001.44245
1700001019,1001.52507
1700001020,1001.65213
1700001021,1001.64482
1700001022,1001.73861
1700001023,1001.70567
1700001024,1001.47679
1700001025,1001.39510
1700001026,1001.44655
1700001027,1001.57649
1700001028,1001.61632
1700001029,1001.46713
1700001030,1001.46714
1700001031,1001.42066
1700001032,1001.32451
1700001033,1001.17059
1700001034,1001.10079
1700001035,1001.07147
1700001036,1001.16909
1700001037,1001.13705
1700001038,1001.04323
1700001039,1001.10142
1700001040,1001.12063
1700001041,1001.06634
1700001042,1001.16404
1700001043,1001.17371
1700001044,1001.28641
1700001045,1001.24289
1700001046,1001.16637
1700001047,1001.08394
1700001048,1000.95433
1700001049,1000.95678
1700001050,1000.95764
1700001051,1001.12633
1700001052,1001.09683
1700001053,1001.28720
1700001054,1001.31605
1700001055,1001.30169
1700001056,1001.17656
1700001057,1001.21880
1700001058,1001.12813
1700001059,1001.15781
1700001060,1001.20150
1700001061,1001.08438
1700001062,1001.13068
1700001063,1001.11817
1700001064,1001.28092
1700001065,1001.19613
1700001066,1001.07027
1700001067,1000.92795
1700001068,1000.92516
1700001069,1001.09046
1700001070,1001.10659
1700001071,1000.99805
1700001072,1001.01471
1700001073,1001.02538
1700001074,1001.08600
1700001075,1001.09018
1700001076,1001.09632
1700001077,1001.01746
1700001078,1001.03531
1700001079,1000.92460
1700001080,1000.79811
1700001081,1000.90374
1700001082,1000.99067
1700001083,1001.01207
1700001084,1001.03210
1700001085,1000.99558
1700001086,1000.97804
1700001087,1000.90889
1700001088,1000.99848
1700001089,1001.01226
1700001090,1000.98916
1700001091,1000.98600
1700001092,1000.91833
1700001093,1000.88858
1700001094,1000.94061
1700001095,1000.94208
1700001096,1001.01864
1700001097,1001.08264
1700001098,1001.25952
1700001099,1001.30865
1700001100,1001.41712
1700001101,1001.25765
1700001102,1001.18887
1700001103,1001.34836
1700001104,1001.48379
1700001105,1001.47040
1700001106,1001.45168
1700001107,1001.56947
1700001108,1001.50233
1700001109,1001.45628
1700001110,1001.44658
1700001111,1001.47296
1700001112,1001.50322
1700001113,1001.53364
1700001114,1001.41981
1700001115,1001.43354
1700001116,1001.43573
1700001117,1001.41108
1700001118,1001.42174
1700001119,1001.40040
1700001120,1001.27611
1700001121,1001.23140
1700001122,1001.09860
1700001123,1000.95498
1700001124,1000.89544
1700001125,1000.98341
1700001126,1001.07233
1700001127,1001.12328
1700001128,1001.14407
1700001129,1001.09458
1700001130,1001.08602
1700001131,1001.20994
1700001132,1001.20843
1700001133,1001.27039
1700001134,1001.53612
1700001135,1001.42215
1700001136,1001.51850
1700001137,1001.66066
1700001138,1001.63943
1700001139,1001.63213
1700001140,1001.53368
1700001141,1001.47503
1700001142,1001.60671
1700001143,1001.63510
1700001144,1001.64785
1700001145,1001.61976
1700001146,1001.56711
1700001147,1001.49616
1700001148,1001.50243
1700001149,1001.59084
1700001150,1001.62970
1700001151,1001.69042
1700001152,1001.63936
1700001153,1001.56401
1700001154,1001.46995
1700001155,1001.43548
1700001156,1001.46697
1700001157,1001.40069
1700001158,1001.41328
1700001159,1001.38313
1700001160,1001.31613
1700001161,1001.34883
1700001162,1001.20430
1700001163,1001.24968
1700001164,1001.01411
1700001165,1000.99572
1700001166,1001.02165
1700001167,1000.99088
1700001168,1000.98388
1700001169,1000.99954
1700001170,1000.99794
1700001171,1000.98227
1700001172,1001.02181
1700001173,1000.98736
1700001174,1000.96282
1700001175,1000.97758
1700001176,1000.94774
1700001177,1001.02140
1700001178,1001.15077
1700001179,1001.19482
1700001180,1001.17671
1700001181,1001.10362
1700001182,1001.12000
1700001183,1001.09238
1700001184,1001.16302
1700001185,1001.18796
1700001186,1001.29765
1700001187,1001.21987
1700001188,1001.17162
1700001189,1001.08074
1700001190,1001.10807
1700001191,1001.03026
1700001192,1001.17166
1700001193,1001.19926
1700001194,1001.22820
1700001195,1001.30196
1700001196,1001.27627
1700001197,1001.30829
1700001198,1001.27874
1700001199,1001.31900
1700001200,1001.23213
1700001201,1001.15456
1700001202,1001.24257
1700001203,1001.25014
1700001204,1001.09729
1700001205,1001.04328
1700001206,1001.01053
1700001207,1001.01135
1700001208,1001.16226
1700001209,1001.21311
1700001210,1001.25315
1700001211,1001.10011
1700001212,1001.09122
1700001213,1001.20649
1700001214,1001.32996
1700001215,1001.41470
1700001216,1001.31472
1700001217,1001.48718
1700001218,1001.46677
1700001219,1001.47048
1700001220,1001.56479
1700001221,1001.50415
1700001222,1001.49909
1700001223,1001.52041
1700001224,1001.48702
1700001225,1001.51971
1700001226,1001.47667
1700001227,1001.46320
1700001228,1001.54540
1700001229,1001.70575
1700001230,1001.66777
1700001231,1001.62180
1700001232,1001.70291
1700001233,1001.62567
1700001234,1001.71224
1700001235,1001.68144
1700001236,1001.77328
1700001237,1001.69524
1700001238,1001.75228
1700001239,1001.76853
1700001240,1001.75890
1700001241,1001.80679
1700001242,1001.81103
1700001243,1001.86814
1700001244,1001.93253
1700001245,1001.87079
1700001246,1001.90191
1700001247,1001.87138
1700001248,1001.85929
1700001249,1001.85406
1700001250,1001.86177
1700001251,1001.85816
1700001252,1001.74735
1700001253,1001.83913
1700001254,1001.85501
1700001255,1001.85499
1700001256,1001.89789
1700001257,1001.81249
1700001258,1001.94714
1700001259,1001.98007
1700001260,1002.06399
1700001261,1002.13512
1700001262,1002.15631
1700001263,1002.03849
1700001264,1002.02500
1700001265,1002.03769
1700001266,1001.87462
1700001267,1001.94365
1700001268,1001.91359
1700001269,1001.96597
1700001270,1002.02790
1700001271,1002.10072
1700001272,1002.07024
1700001273,1002.06376
1700001274,1001.96561
1700001275,1002.02985
1700001276,1002.11295
1700001277,1002.09495
1700001278,1002.01185
1700001279,1002.04717
1700001280,1002.05970
1700001281,1002.13889
1700001282,1002.08968
1700001283,1002.02601
1700001284,1001.89344
1700001285,1001.81905
1700001286,1001.98544
1700001287,1001.98331
1700001288,1001.97170
1700001289,1001.98379
1700001290,1001.91445
1700001291,1001.85590
1700001292,1001.85777
1700001293,1001.88064
1700001294,1001.81843
1700001295,1001.94731
1700001296,1001.98434
1700001297,1001.97585
1700001298,1001.99402
1700001299,1001.97644
1700001300,1001.97220
1700001301,1001.95404
1700001302,1001.81186
1700001303,1001.88881
1700001304,1001.74643
1700001305,1001.85961
1700001306,1001.83464
1700001307,1001.72862
1700001308,1001.76720
1700001309,1001.82917
1700001310,1001.73855
1700001311,1001.79519
1700001312,1001.86052
1700001313,1001.85889
1700001314,1001.67270
1700001315,1001.66853
1700001316,1001.60500
1700001317,1001.69796
1700001318,1001.70937
1700001319,1001.59710
1700001320,1001.59824
1700001321,1001.54545
